id;n_variable_index;c_name_variable;c_desc_variable;c_signal_ident;c_name_section;c_name_position;c_num_position;n_controller_id;n_variable_data_type_id;n_variable_type_id;n_module_index;n_module_channel;PPI.FilterTime;PPI.mCodeScaleMin;PPI.mCodeScaleMax;PPI.mCodeLowThreshold;PPI.mCodeHighThreshold;PPI.Hysteresis;PPI.MediaLen;PPI.LocalOverrideValue;PPI.MinEU;PPI.MaxEU;SP.TechHi;SP.TechLo;CW.ConfigState;CW.ActiveState;CW.Read;CW.Write;CW.LocalOverrideState;CW.FilterState;CW.InversionState;CW.Linearization;CW.SqrtLinearization;CW.NotQuality;CW.UpdateState;CW.Used_IOAddress;CW.Used_EURange;CW.MessOfChange;CW.Used_Media;CW.Used_Formula;CW;Alarms.HiThreshold;Alarms.HiHiThreshold;Alarms.LoThreshold;Alarms.LoLoThreshold;HILO_CW.Alarms.HiActiveState;HILO_CW.Alarms.HiHiActiveState;HILO_CW.Alarms.LoActiveState;HILO_CW.Alarms.LoLoActiveState;Formula;HILO_CW
276;276;DR.L1.MD1_GS.P_FK_Max;Дробилка MP800:  Максимальное давление контакта футировки;PIT-6.M;Каскад 1;Шкаф гидравлики;SOL3;0.0;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1000.0;250.0;250.0;-1000.0;;;;;;;;;;;;;;;;;33799.0;0.0;0.0;0.0;0.0;;;;;V232=0?-1000:V276<0?V276+1:V276=0?V246+14:V276;0.0
277;277;DR.L1.MD1_GS.FK_On;Дробилка MP800:  Признак контакта футировки;PIT-6.S;Каскад 1;Шкаф гидравлики;SOL3;0.0;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;33799.0;0.0;0.0;0.0;0.0;;;;;(V276>0)&(V246>V276)|h246&V232|H246;0.0
278;278;DR.L1.MD1_GS.CMD_Lmp_m_HL;Шкаф гидравлики MP800: LT4 - Упраление лампой - Низкий уровень масла в баке;LT4.С;Каскад 1;Шкаф гидравлики;SOL1..9;0.0;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;33799.0;0.0;0.0;0.0;0.0;;;;;V222@239;0.0
279;279;DR.L1.MD1_GS.CMD_Lmp_FTR_Clog;Шкаф гидравлики MP800: LT6 - Упраление лампой - Забивка фильтра гидраврики;LT6.С;Каскад 1;Шкаф гидравлики;SOL1..9;0.0;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;33799.0;0.0;0.0;0.0;0.0;;;;;V223@240;0.0
280;280;DR.L1.MD1_GS.CMD_Lmp_Zazh_HL;Шкаф гидравлики MP800: LT2 - Упраление лампой - Низкое давление Зажима;LT2.С;Каскад 1;Шкаф гидравлики;SOL1..9;0.0;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;33799.0;0.0;0.0;0.0;0.0;;;;;Q244<192|L244&V255@241;0.0
281;281;DR.L1.MD1_GS.CMD_Lmp_Razh_HL;Шкаф гидравлики MP800: LT3 - Упраление лампой - Низкое давление Разжима;LT3.С;Каскад 1;Шкаф гидравлики;SOL1..9;0.0;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;33799.0;0.0;0.0;0.0;0.0;;;;;Q245<192|L245&V255@242;0.0
282;282;DR.L1.MD1_GS.CMD_Lmp_m_TA;Шкаф гидравлики MP800: LT5 - Упраление лампой - Высокая температура масла;LT5.С;Каскад 1;Шкаф гидравлики;SOL1..9;0.0;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;33799.0;0.0;0.0;0.0;0.0;;;;;Q247<192|H247@243;0.0
283;283;DR.L1.SD1_GS.ST_Started;Дробилка MP500: Дробилка была запущена (для последовательности 1.SV1-SEL);MS-01.M;Каскад 1;Гидравлическая система;SV1-01..8;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;3.0;0.0;0.0;0.0;0.0;;;;;;0.0
284;284;DR.L1.MD1_GS.ST_Started;Дробилка MP800:  Дробилка была запущена (для последовательности 1.SOL-SEL);MS-03.M;Каскад 1;Шкаф гидравлики;SOL1..9;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;3.0;0.0;0.0;0.0;0.0;;;;;;0.0
285;285;DR.L1.MD1_GS.CMD_Start_Zazh_Auto;Автоматическая команда на запуск соленоида Зажима SOL6;PIT-1.C;Каскад 1;Шкаф гидравлики;SOL1..9;0.0;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;33799.0;0.0;0.0;0.0;0.0;;;;;E28+E29+E30+E31=0&l244&(E20|E21);0.0
286;286;286;Температура внутри шкафа;1TT100;Каскад 1;Шкаф ПЛК;ПЛК;1.0;5.0;2.0;4.0;4.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;;;;;;;;;;;;;;;;;6183.0;0.0;0.0;0.0;0.0;;;;;;0.0
287;287;287;Дробилка HP500: Гидростанция- давление зажима;3TT100;Каскад 1;Шкаф ПЛК;ПЛК;1.0;5.0;2.0;10.0;1.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;;;;;;;;;;;;;;;;;6183.0;0.0;0.0;0.0;0.0;;;;;;0.0
288;288;288;Дробилка HP500: Гидростанция- давление фиксации;PT-08.I;Каскад 1;Гидравлическая система;SV1-01..8;1.0;5.0;2.0;10.0;2.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;;;;;;;;;;;;;;;;;6183.0;0.0;0.0;0.0;0.0;;;;;;0.0
289;289;289;Дробилка MP800: Гидростанция- давление зажима (не используется);PT-09.I;Каскад 1;Гидравлическая система;SV1-01..8;1.0;5.0;2.0;10.0;3.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;;;;;;;;;;;;;;;;;6183.0;0.0;0.0;0.0;0.0;;;;;;0.0
290;290;290;Дробилка MP800: Гидростанция- давление фиксации (не используется);PT-10.I;Каскад 1;Шкаф гидравлики;SOL1..9;1.0;5.0;2.0;10.0;4.0;0.5;0.0;32000.0;-767.0;32767.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;;;;;;;;;;;;;;;;;6183.0;0.0;0.0;0.0;0.0;;;;;;0.0
291;291;291;Блокировка пуска каскада №1 от каскада №2;PT-11.I;Каскад 1;Шкаф гидравлики;SOL1..9;2.0;1.0;2.0;15.0;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
292;292;292;Блокировка пуска каскада №1 от каскада №3;HS-15.I;Каскад 1;ПМУ;Cascad;2.0;1.0;2.0;15.0;2.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
293;293;293;Сигнализация. Дверь шкафа 1PCC01  открыта;HS-16.I;Каскад 1;ПМУ;Cascad;2.0;1.0;2.0;16.0;24.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
294;294;294;Блокировка пуска от дроб. каскада №1 (в каскад №2);1PCC01 .3SQ1;Каскад 1;Шкаф ПЛК;ПЛК;2.0;1.0;6.0;19.0;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2091.0;0.0;0.0;0.0;0.0;;;;;;0.0
295;295;295;Блокировка пуска от дроб. каскада №1 (в каскад №3);3SQ1;Каскад 1;Шкаф ПЛК;ПЛК;2.0;1.0;6.0;19.0;2.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2091.0;0.0;0.0;0.0;0.0;;;;;;0.0
296;296;296;Контакт футеровки;AL-21;Каскад 1;ПМУ;Cascad;3.0;1.0;6.0;20.0;17.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2091.0;0.0;0.0;0.0;0.0;;;;;;0.0
297;297;297;Реле CR1 ON - Разрешение на запуск подающему конвейеру;AL-22;Каскад 1;ПМУ;Cascad;3.0;1.0;6.0;20.0;18.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2091.0;0.0;0.0;0.0;0.0;;;;;;0.0
298;298;DR.L1.MD1_GS.CMD_FK;Реле CR2 ON - Предупредительная сигнализация;PT-04.O;Каскад 1;Шкаф гидравлики;SOL1..9;3.0;1.0;6.0;20.0;19.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2091.0;0.0;0.0;0.0;0.0;;;;;;0.0
299;299;DR.L1.MD1.CMD_FED_Perm;;M1.RFD.O;Каскад 1;Шкаф гидравлики;SOL1..9;0.0;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-3.0;3.0;3.0;-3.0;;;;;;;;;;;;;;;;;33799.0;0.99;3.0;-0.9;-3.0;;;;;(E49>0)|(E45=0,4)?0-(E4=0):E7;15.0
